date,order_id,company,company_region,product_id,product,customer_id,product_category01,product_category02,product_category03,quantity,unit,price_per_case,total_sales,year,month,month_name,day,day_name
2021-10-01,6404320,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,77,case,50,3850,2021,10,October,1,Friday
2021-10-01,6293834,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,215,case,50,10750,2021,10,October,1,Friday
2021-10-01,6230982,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,137,case,50,6850,2021,10,October,1,Friday
2021-10-02,6703448,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,662,case,48,31776,2021,10,October,2,Saturday
2021-10-02,6123544,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,377,case,48,18096,2021,10,October,2,Saturday
2021-10-02,6123544,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,94,case,47,4418,2021,10,October,2,Saturday
2021-10-02,6149242,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,150,case,46,6900,2021,10,October,2,Saturday
2021-10-02,6388310,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,84,case,47,3948,2021,10,October,2,Saturday
2021-10-02,6149242,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,221,case,48,10608,2021,10,October,2,Saturday
2021-10-02,6123544,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,225,case,48,10800,2021,10,October,2,Saturday
2021-10-03,6213009,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,1559,kg,36,56124,2021,10,October,3,Sunday
2021-10-03,6213009,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,2531,kg,35,88585,2021,10,October,3,Sunday
2021-10-03,6213009,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,3243,kg,35,113505,2021,10,October,3,Sunday
2021-10-03,6668697,121,South,11177,AVO32ORG0,TLRND,32,ORG,0,280,case,44,12320,2021,10,October,3,Sunday
2021-10-03,6363639,121,South,11385,AVO48CNV2,YZPDL,48,CNV,2,137,case,47,6439,2021,10,October,3,Sunday
2021-10-03,6363639,121,South,11133,AVO60CNV2,YZPDL,60,CNV,2,137,case,35,4795,2021,10,October,3,Sunday
2021-10-03,6529168,131,North,11931,AVO48CNV1,VMWVJ,48,CNV,1,333,case,35,11655,2021,10,October,3,Sunday
2021-10-03,6529168,131,North,11541,AVO60CNV1,VMWVJ,60,CNV,1,143,case,35,5005,2021,10,October,3,Sunday
2021-10-03,6842730,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,91,case,36,3276,2021,10,October,3,Sunday
2021-10-03,6668697,121,South,11829,AVO32CNV2,TLRND,32,CNV,2,173,case,36,6228,2021,10,October,3,Sunday
2021-10-03,6668697,121,South,11931,AVO48CNV1,TLRND,48,CNV,1,119,case,35,4165,2021,10,October,3,Sunday
2021-10-03,6668697,121,South,11385,AVO48CNV2,TLRND,48,CNV,2,347,case,47,16309,2021,10,October,3,Sunday
2021-10-03,6668697,121,South,11385,AVO48CNV2,TLRND,48,CNV,2,114,case,47,5358,2021,10,October,3,Sunday
2021-10-03,6927780,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,558,case,35,19530,2021,10,October,3,Sunday
2021-10-03,6816990,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,180,case,45,8100,2021,10,October,3,Sunday
2021-10-03,6816990,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,255,case,47,11985,2021,10,October,3,Sunday
2021-10-03,6363639,121,South,11177,AVO32ORG0,YZPDL,32,ORG,0,122,case,50,6100,2021,10,October,3,Sunday
2021-10-04,6330517,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,160,case,37,5920,2021,10,October,4,Monday
2021-10-04,6330517,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,120,case,39,4680,2021,10,October,4,Monday
2021-10-04,6330517,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,238,case,48,11424,2021,10,October,4,Monday
2021-10-04,6123393,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,254,case,46,11684,2021,10,October,4,Monday
2021-10-04,6123393,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,153,case,39,5967,2021,10,October,4,Monday
2021-10-04,6614369,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,87,case,39,3393,2021,10,October,4,Monday
2021-10-04,6123393,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,215,case,40,8600,2021,10,October,4,Monday
2021-10-04,6609181,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,556,case,37,20572,2021,10,October,4,Monday
2021-10-04,6609181,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,219,case,39,8541,2021,10,October,4,Monday
2021-10-05,6628949,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,166,case,38,6308,2021,10,October,5,Tuesday
2021-10-05,6466481,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,589,case,41,24149,2021,10,October,5,Tuesday
2021-10-05,6466481,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,217,case,38,8246,2021,10,October,5,Tuesday
2021-10-05,6628949,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,259,case,47,12173,2021,10,October,5,Tuesday
2021-10-05,6628949,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,204,case,40,8160,2021,10,October,5,Tuesday
2021-10-05,6196876,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,92,case,38,3496,2021,10,October,5,Tuesday
2021-10-05,6614464,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,54,case,38,2052,2021,10,October,5,Tuesday
2021-10-05,6196876,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,156,case,41,6396,2021,10,October,5,Tuesday
2021-10-05,6196876,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,322,case,42,13524,2021,10,October,5,Tuesday
2021-10-06,6100823,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,144,case,35,5040,2021,10,October,6,Wednesday
2021-10-06,6100823,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,299,case,42,12558,2021,10,October,6,Wednesday
2021-10-06,6768754,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,154,case,50,7700,2021,10,October,6,Wednesday
2021-10-06,6768754,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,216,case,43,9288,2021,10,October,6,Wednesday
2021-10-06,6100823,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,197,case,35,6895,2021,10,October,6,Wednesday
2021-10-06,6622879,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,283,case,35,9905,2021,10,October,6,Wednesday
2021-10-06,6622879,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,519,case,50,25950,2021,10,October,6,Wednesday
2021-10-06,6768754,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,142,case,35,4970,2021,10,October,6,Wednesday
2021-10-06,6922134,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,65,case,35,2275,2021,10,October,6,Wednesday
2021-10-07,6815502,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,128,case,46,5888,2021,10,October,7,Thursday
2021-10-07,6815502,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,211,case,40,8440,2021,10,October,7,Thursday
2021-10-07,6815502,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,211,case,46,9706,2021,10,October,7,Thursday
2021-10-07,6103173,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,287,case,46,13202,2021,10,October,7,Thursday
2021-10-07,6103173,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,584,case,37,21608,2021,10,October,7,Thursday
2021-10-07,6541915,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,95,case,46,4370,2021,10,October,7,Thursday
2021-10-07,6608887,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,361,case,46,16606,2021,10,October,7,Thursday
2021-10-07,6608887,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,169,case,37,6253,2021,10,October,7,Thursday
2021-10-07,6608887,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,130,case,46,5980,2021,10,October,7,Thursday
2021-10-08,6369690,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,211,case,43,9073,2021,10,October,8,Friday
2021-10-08,6369690,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,154,case,48,7392,2021,10,October,8,Friday
2021-10-08,6714039,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,144,case,48,6912,2021,10,October,8,Friday
2021-10-08,6369690,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,196,case,46,9016,2021,10,October,8,Friday
2021-10-08,6618447,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,69,case,48,3312,2021,10,October,8,Friday
2021-10-08,6248809,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,206,case,48,9888,2021,10,October,8,Friday
2021-10-08,6248809,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,673,case,39,26247,2021,10,October,8,Friday
2021-10-08,6714039,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,355,case,41,14555,2021,10,October,8,Friday
2021-10-08,6714039,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,283,case,39,11037,2021,10,October,8,Friday
2021-10-09,6988796,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,188,case,37,6956,2021,10,October,9,Saturday
2021-10-09,6489717,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,93,case,50,4650,2021,10,October,9,Saturday
2021-10-09,6489717,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,444,case,46,20424,2021,10,October,9,Saturday
2021-10-09,6489717,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,376,case,38,14288,2021,10,October,9,Saturday
2021-10-09,6911451,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,585,case,46,26910,2021,10,October,9,Saturday
2021-10-09,6988796,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,275,case,47,12925,2021,10,October,9,Saturday
2021-10-09,6915180,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,61,case,50,3050,2021,10,October,9,Saturday
2021-10-10,6838980,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,247,case,44,10868,2021,10,October,10,Sunday
2021-10-10,6602125,131,South,11501,AVO32CNV1,SGTJP,32,CNV,1,110,case,36,3960,2021,10,October,10,Sunday
2021-10-10,6703181,121,South,11133,AVO60CNV2,VWGUU,60,CNV,2,107,case,49,5243,2021,10,October,10,Sunday
2021-10-10,6544378,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,605,case,40,24200,2021,10,October,10,Sunday
2021-10-10,6803005,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,98,case,38,3724,2021,10,October,10,Sunday
2021-10-10,6602125,131,South,11829,AVO32CNV2,SGTJP,32,CNV,2,143,case,38,5434,2021,10,October,10,Sunday
2021-10-10,6161742,121,South,11133,AVO60CNV2,YZPDL,60,CNV,2,120,case,35,4200,2021,10,October,10,Sunday
2021-10-10,6161742,121,South,11177,AVO32ORG0,YZPDL,32,ORG,0,103,case,43,4429,2021,10,October,10,Sunday
2021-10-10,6876970,131,North,11541,AVO60CNV1,RNJTB,60,CNV,1,198,case,50,9900,2021,10,October,10,Sunday
2021-10-10,6876970,131,North,11829,AVO32CNV2,RNJTB,32,CNV,2,114,case,38,4332,2021,10,October,10,Sunday
2021-10-10,6640521,131,South,11385,AVO48CNV2,YEXWZ,48,CNV,2,206,case,44,9064,2021,10,October,10,Sunday
2021-10-10,6640521,131,South,11931,AVO48CNV1,YEXWZ,48,CNV,1,125,case,40,5000,2021,10,October,10,Sunday
2021-10-10,6640521,131,South,11501,AVO32CNV1,YEXWZ,32,CNV,1,158,case,36,5688,2021,10,October,10,Sunday
2021-10-10,6838980,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,192,case,44,8448,2021,10,October,10,Sunday
2021-10-10,6161742,121,South,11385,AVO48CNV2,YZPDL,48,CNV,2,116,case,44,5104,2021,10,October,10,Sunday
2021-10-10,6602125,131,South,11385,AVO48CNV2,SGTJP,48,CNV,2,139,case,44,6116,2021,10,October,10,Sunday
2021-10-10,6706304,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,328,case,50,16400,2021,10,October,10,Sunday
2021-10-10,6706304,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,168,case,40,6720,2021,10,October,10,Sunday
2021-10-10,6706304,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,134,case,38,5092,2021,10,October,10,Sunday
2021-10-11,6434984,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,247,case,50,12350,2021,10,October,11,Monday
2021-10-11,6558190,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,173,case,46,7958,2021,10,October,11,Monday
2021-10-11,6417304,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,51,case,50,2550,2021,10,October,11,Monday
2021-10-11,6434984,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,674,case,46,31004,2021,10,October,11,Monday
2021-10-11,6558190,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,71,case,50,3550,2021,10,October,11,Monday
2021-10-11,6245910,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,176,case,50,8800,2021,10,October,11,Monday
2021-10-11,6245910,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,212,case,35,7420,2021,10,October,11,Monday
2021-10-11,6245910,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,276,case,47,12972,2021,10,October,11,Monday
2021-10-11,6558190,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,225,case,48,10800,2021,10,October,11,Monday
2021-10-12,6768973,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,257,case,35,8995,2021,10,October,12,Tuesday
2021-10-12,6786751,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,603,case,40,24120,2021,10,October,12,Tuesday
2021-10-12,6786751,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,215,case,39,8385,2021,10,October,12,Tuesday
2021-10-12,6768973,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,214,case,40,8560,2021,10,October,12,Tuesday
2021-10-12,6768973,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,106,case,39,4134,2021,10,October,12,Tuesday
2021-10-12,6349651,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,168,case,39,6552,2021,10,October,12,Tuesday
2021-10-12,6349651,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,277,case,48,13296,2021,10,October,12,Tuesday
2021-10-12,6349651,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,198,case,36,7128,2021,10,October,12,Tuesday
2021-10-12,6370086,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,93,case,39,3627,2021,10,October,12,Tuesday
2021-10-13,6695659,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,76,case,46,3496,2021,10,October,13,Wednesday
2021-10-13,6140043,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,186,case,46,8556,2021,10,October,13,Wednesday
2021-10-13,6140043,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,261,case,37,9657,2021,10,October,13,Wednesday
2021-10-13,6140043,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,199,case,47,9353,2021,10,October,13,Wednesday
2021-10-13,6188382,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,54,case,46,2484,2021,10,October,13,Wednesday
2021-10-13,6647698,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,284,case,46,13064,2021,10,October,13,Wednesday
2021-10-13,6647698,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,565,case,42,23730,2021,10,October,13,Wednesday
2021-10-13,6188382,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,463,case,42,19446,2021,10,October,13,Wednesday
2021-10-13,6188382,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,321,case,39,12519,2021,10,October,13,Wednesday
2021-10-14,6144668,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,133,case,47,6251,2021,10,October,14,Thursday
2021-10-14,6310997,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,506,case,40,20240,2021,10,October,14,Thursday
2021-10-14,6144668,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,232,case,46,10672,2021,10,October,14,Thursday
2021-10-14,6781639,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,219,case,40,8760,2021,10,October,14,Thursday
2021-10-14,6310997,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,287,case,47,13489,2021,10,October,14,Thursday
2021-10-14,6781639,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,120,case,47,5640,2021,10,October,14,Thursday
2021-10-14,6144668,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,291,case,40,11640,2021,10,October,14,Thursday
2021-10-14,6601300,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,90,case,47,4230,2021,10,October,14,Thursday
2021-10-14,6781639,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,205,case,38,7790,2021,10,October,14,Thursday
2021-10-15,6677998,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,423,case,49,20727,2021,10,October,15,Friday
2021-10-15,6677998,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,269,case,43,11567,2021,10,October,15,Friday
2021-10-15,6677998,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,117,case,45,5265,2021,10,October,15,Friday
2021-10-15,6529411,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,190,case,35,6650,2021,10,October,15,Friday
2021-10-15,6529411,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,217,case,40,8680,2021,10,October,15,Friday
2021-10-15,6201703,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,260,case,45,11700,2021,10,October,15,Friday
2021-10-15,6241816,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,78,case,45,3510,2021,10,October,15,Friday
2021-10-15,6201703,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,554,case,49,27146,2021,10,October,15,Friday
2021-10-15,6529411,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,134,case,45,6030,2021,10,October,15,Friday
2021-10-16,6264946,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,54,case,39,2106,2021,10,October,16,Saturday
2021-10-16,6732836,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,258,case,41,10578,2021,10,October,16,Saturday
2021-10-16,6712119,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,205,case,50,10250,2021,10,October,16,Saturday
2021-10-16,6732836,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,215,case,45,9675,2021,10,October,16,Saturday
2021-10-16,6800886,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,617,case,50,30850,2021,10,October,16,Saturday
2021-10-16,6712119,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,78,case,39,3042,2021,10,October,16,Saturday
2021-10-16,6712119,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,250,case,47,11750,2021,10,October,16,Saturday
2021-10-17,6266114,131,North,11829,AVO32CNV2,PJEIJ,32,CNV,2,203,case,41,8323,2021,10,October,17,Sunday
2021-10-17,6939303,121,South,11177,AVO32ORG0,YZPDL,32,ORG,0,121,case,37,4477,2021,10,October,17,Sunday
2021-10-17,6939303,121,South,11385,AVO48CNV2,YZPDL,48,CNV,2,112,case,41,4592,2021,10,October,17,Sunday
2021-10-17,6939303,121,South,11133,AVO60CNV2,YZPDL,60,CNV,2,125,case,38,4750,2021,10,October,17,Sunday
2021-10-17,6907396,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,515,case,43,22145,2021,10,October,17,Sunday
2021-10-17,6296527,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,240,case,42,10080,2021,10,October,17,Sunday
2021-10-17,6736149,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,212,case,47,9964,2021,10,October,17,Sunday
2021-10-17,6736149,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,317,case,41,12997,2021,10,October,17,Sunday
2021-10-17,6224512,121,South,11385,AVO48CNV2,VYOPF,48,CNV,2,125,case,41,5125,2021,10,October,17,Sunday
2021-10-17,6224512,121,South,11385,AVO48CNV2,VYOPF,48,CNV,2,176,case,41,7216,2021,10,October,17,Sunday
2021-10-17,6620306,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,54,case,41,2214,2021,10,October,17,Sunday
2021-10-17,6296527,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,208,case,43,8944,2021,10,October,17,Sunday
2021-10-17,6296527,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,83,case,41,3403,2021,10,October,17,Sunday
2021-10-18,6822583,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,278,case,43,11954,2021,10,October,18,Monday
2021-10-18,6822583,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,265,case,40,10600,2021,10,October,18,Monday
2021-10-18,6106528,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,706,case,43,30358,2021,10,October,18,Monday
2021-10-18,6822583,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,105,case,41,4305,2021,10,October,18,Monday
2021-10-18,6809058,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,85,case,41,3485,2021,10,October,18,Monday
2021-10-18,6745289,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,124,case,41,5084,2021,10,October,18,Monday
2021-10-18,6745289,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,314,case,47,14758,2021,10,October,18,Monday
2021-10-18,6745289,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,169,case,43,7267,2021,10,October,18,Monday
2021-10-18,6106528,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,318,case,41,13038,2021,10,October,18,Monday
2021-10-19,6495586,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,237,case,45,10665,2021,10,October,19,Tuesday
2021-10-19,6630945,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,163,case,45,7335,2021,10,October,19,Tuesday
2021-10-19,6752084,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,124,case,45,5580,2021,10,October,19,Tuesday
2021-10-19,6752084,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,115,case,36,4140,2021,10,October,19,Tuesday
2021-10-19,6752084,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,288,case,48,13824,2021,10,October,19,Tuesday
2021-10-19,6630945,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,279,case,45,12555,2021,10,October,19,Tuesday
2021-10-19,6829281,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,50,case,45,2250,2021,10,October,19,Tuesday
2021-10-19,6495586,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,600,case,36,21600,2021,10,October,19,Tuesday
2021-10-19,6630945,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,198,case,44,8712,2021,10,October,19,Tuesday
2021-10-20,6757494,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,127,case,50,6350,2021,10,October,20,Wednesday
2021-10-20,6322452,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,4474,kg,43,192382,2021,10,October,20,Wednesday
2021-10-20,6322452,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,2519,kg,45,113355,2021,10,October,20,Wednesday
2021-10-20,6322452,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,1435,kg,50,71750,2021,10,October,20,Wednesday
2021-10-20,6910553,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,680,case,45,30600,2021,10,October,20,Wednesday
2021-10-20,6757494,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,157,case,44,6908,2021,10,October,20,Wednesday
2021-10-20,6350241,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,57,case,50,2850,2021,10,October,20,Wednesday
2021-10-20,6757494,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,271,case,45,12195,2021,10,October,20,Wednesday
2021-10-20,6910553,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,296,case,50,14800,2021,10,October,20,Wednesday
2021-10-21,6716455,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,169,case,49,8281,2021,10,October,21,Thursday
2021-10-21,6829551,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,170,case,43,7310,2021,10,October,21,Thursday
2021-10-21,6829551,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,273,case,41,11193,2021,10,October,21,Thursday
2021-10-21,6829551,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,186,case,38,7068,2021,10,October,21,Thursday
2021-10-21,6716455,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,63,case,38,2394,2021,10,October,21,Thursday
2021-10-21,6716455,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,381,case,37,14097,2021,10,October,21,Thursday
2021-10-21,6776143,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,602,case,49,29498,2021,10,October,21,Thursday
2021-10-21,6776143,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,216,case,38,8208,2021,10,October,21,Thursday
2021-10-21,6229394,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,79,case,38,3002,2021,10,October,21,Thursday
2021-10-22,6419758,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,425,case,46,19550,2021,10,October,22,Friday
2021-10-22,6419758,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,358,case,48,17184,2021,10,October,22,Friday
2021-10-22,6107892,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,662,case,46,30452,2021,10,October,22,Friday
2021-10-22,6107892,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,220,case,41,9020,2021,10,October,22,Friday
2021-10-22,6839487,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,92,case,41,3772,2021,10,October,22,Friday
2021-10-22,6325555,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,129,case,41,5289,2021,10,October,22,Friday
2021-10-22,6325555,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,225,case,48,10800,2021,10,October,22,Friday
2021-10-22,6325555,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,196,case,41,8036,2021,10,October,22,Friday
2021-10-22,6419758,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,59,case,41,2419,2021,10,October,22,Friday
2021-10-23,6483761,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,505,case,38,19190,2021,10,October,23,Saturday
2021-10-23,6991127,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,220,case,47,10340,2021,10,October,23,Saturday
2021-10-23,6723187,121,South,11829,AVO32CNV2,XFORT,32,CNV,2,82,case,46,3772,2021,10,October,23,Saturday
2021-10-23,6991127,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,179,case,42,7518,2021,10,October,23,Saturday
2021-10-23,6885896,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,54,case,46,2484,2021,10,October,23,Saturday
2021-10-23,6885896,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,128,case,38,4864,2021,10,October,23,Saturday
2021-10-23,6885896,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,223,case,50,11150,2021,10,October,23,Saturday
2021-10-24,6207125,121,South,11829,AVO32CNV2,YBUMJ,32,CNV,2,315,case,50,15750,2021,10,October,24,Sunday
